Framework,,Rigorous Instruction,,,,,,,,,,,,,,Collaborative Teachers,,,,,,,,,,,,Supportive Environment                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Supportive Environment,,,,,,,,,,,,,,,,,,,,,Effective School Leadership,,,,,,,,,,,Strong Family-Community Ties,,,,,,,,,,,Trust,,,,,,,,,,,,,,,,,
DBN,School Name,Rigorous Instruction Rating,Rigorous Instruction - Element Score,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive Responses on School Survey,Rigorous Instruction - Percent Positive Responses on School Survey - City Average,Rigorous Instruction - Borough Positive Responses,Percentage of students who say that they learn a lot from feedback on their work,Percentage of students who say that they learn a lot from feedback on their work - City Average,Percentage of students who know what their teacher wants them to learn in class,Percentage of students who know what their teacher wants them to learn in class - City Average,Percentage of teachers who say that students build on each others' ideas during class discussions,Percentage of teachers who say that students build on each others' ideas during class discussions - City Average,Collaborative Teachers Rating,Collaborative Teachers - Element Score,Quality Review - How well do teachers work with each other?,Collaborative Teachers - Percent Positive Responses on School Survey,Collaborative Teachers - Percent Positive Responses on School Survey - City Average,Collaborative Teachers - Borough Positive Responses,Percentage of teachers who say that they work together to design instructional programs,Percentage of teachers who say that they work together to design instructional programs - City Average,Percentage of teachers who say that they have opportunities to work productively with colleagues in their school,Percentage of teachers who say that they have opportunities to work productively with colleagues in their school - City Average,Percentage of teachers who say that they feel responsible that all students learn,Percentage of teachers who say that they feel responsible that all students learn - City Average,Supportive Environment Rating,Supportive Environment - Element Score,Quality Review - How clearly are high expectations communicated to students and staff?,Supportive Environment - Percent Positive Responses on School Survey,Supportive Environment - Percent Positive Responses on School Survey - City Average,Supportive Environment - Borough Positive Responses,"Percentage of students who feel safe in the hallways, bathrooms, locker room, and cafeteria","Percentage of students who feel safe in the hallways, bathrooms, locker room, and cafeteria - City Average",Percentage of students who say that teachers notice when they are upset or having emotional difficulty,Percentage of students who say that teachers notice when they are upset or having emotional difficulty - City Average,Percentage of students who say that this school supports students in navigating the post-secondary process,Percentage of students who say that this school supports students in navigating the post-secondary process - City Average,Metric City Rating - Least Restrictive Environment,Percentage of Enrollment - Least Restrictive Environment,Population Percentage of Range - Least Restrictive Environment,Metric Value - Least Restrictive Environment,Approaching Target For 2015 - Least Restrictive Environment,Meeting Target For 2015 - Least Restrictive Environment,Exceeding Target For 2015 - Least Restrictive Environment,Metric Score - Least Restrictive Environment,Metric Value - Percentage of Students with 90%+ Attendance,Effective School Leadership Rating,Effective School Leadership - Element Score,Effective School Leadership - Percent Positive Responses on School Survey,Effective School Leadership - Percent Positive Responses on School Survey - City Average,Effective School Leadership - Borough Positive Responses,Percentage of teachers who say that the principal communicates a clear vision for this school,Percentage of teachers who say that the principal communicates a clear vision for this school - City Average,Percentage of teachers who say that curriculum and instruction are well coordinated across different grade levels,Percentage of teachers who say that curriculum and instruction are well coordinated across different grade levels - City Average,Percentage of parents who feel that the principal works to create a sense of community in the school,Percentage of parents who feel that the principal works to create a sense of community in the school - City Average,Strong Family-Community Ties Rating,Strong Family-Community Ties - Element Score,Strong Family-Community Ties Overall - Positive Responses,Strong Family-Community Ties - Percent Positive Responses on School Survey - City Average,Strong Family-Community Ties - Borough Positive Responses,Percentage of parents who say that school staff regularly communicate with them about how the staff can help their children learn,Percentage of parents who say that school staff regularly communicate with them about how the staff can help their children learn - City Average,Percentage of parents who feel that teachers try to understand families' problems and concerns,Percentage of parents who feel that teachers try to understand families' problems and concerns - City Average,Percentage of teachers who say that teachers at this school work closely with families to meet students' needs,Percentage of teachers who say that teachers at this school work closely with families to meet students' needs - City Average,Trust Rating,Trust - Element Score,Trust - Percent Positive Responses on School Survey,Trust - Percent Positive Responses on School Survey - City Average,Trust - Borough Positive Responses,Percentage of teachers who say they trust the principal,Percentage of teachers who say they trust the principal - City Average,Percentage of teachers who say that they trust each other,Percentage of teachers who say that they trust each other - City Average,Percentage of parents who say that school staff work hard to build trusting relationships with them,Percentage of parents who say that school staff work hard to build trusting relationships with them - City Average,Percentage of students who say that teachers treat them with respect,Percentage of students who say that teachers treat them with respect - City Average,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,Quality Review - Dates Of Review,Quality Review - Principal at Time of Review
09X252,Mott Hall Bronx High School,Approaching Target,2.84,Proficient,Proficient,Proficient,75%,85%,84%,77%,84%,85%,90%,77%,78%,Meeting Target,3.28,Well Developed,84%,86%,85%,88%,91%,92%,85%,92%,89%,Meeting Target,3.76,Proficient,82%,83%,82%,86%,84%,71%,71%,84%,82%,Meeting Target,22.90%,77.60%,0.65,0.268,0.473,0.682,3.86,58.7%,Approaching Target,2.96,78%,82%,81%,85%,86%,62%,82%,93%,89%,Meeting Target,3.24,76%,75%,76%,98%,88%,94%,90%,92%,91%,Meeting Target,3.60,89%,89%,88%,69%,82%,85%,87%,98%,91%,86%,86%,80%,96%,13%,"May 15, 2015",Kathryn Malloy
09X260,Bronx Center for Science and Mathematics,Exceeding Target,4.24,Well Developed,Well Developed,Well Developed,83%,85%,84%,88%,84%,93%,90%,78%,78%,Exceeding Target,4.44,Well Developed,91%,86%,85%,93%,91%,89%,85%,96%,89%,Meeting Target,3.92,Well Developed,86%,83%,82%,91%,84%,71%,71%,86%,82%,Meeting Target,17.30%,58.60%,0.65,0.268,0.473,0.682,3.83,73.2%,Meeting Target,3.76,87%,82%,81%,100%,86%,89%,82%,92%,89%,Meeting Target,3.20,75%,75%,76%,91%,88%,92%,90%,96%,91%,Exceeding Target,4.08,93%,89%,88%,89%,82%,96%,87%,92%,91%,91%,86%,97%,93%,49%,"April 27, 2015",Edward Tom
09X263,Validus Preparatory Academy: An Expeditionary Lear,Approaching Target,2.00,Developing,Developing,Developing,77%,85%,84%,77%,84%,94%,90%,73%,78%,Meeting Target,3.00,Proficient,81%,86%,85%,82%,91%,95%,85%,78%,89%,N/A,,Proficient,82%,83%,82%,91%,84%,72%,71%,82%,82%,Approaching Target,21.30%,72.20%,0.38,0.268,0.473,0.682,2.52,56.5%,Approaching Target,2.92,78%,82%,81%,100%,86%,65%,82%,83%,89%,Meeting Target,3.20,76%,75%,76%,85%,88%,84%,90%,86%,91%,Meeting Target,3.32,89%,89%,88%,100%,82%,81%,87%,91%,91%,82%,86%,25%,88%,10%,"May 5, 2015",Christopher Hibbert
09X276,Leadership Institute,Approaching Target,2.92,Proficient,Developing,Proficient,84%,85%,84%,88%,84%,85%,90%,70%,78%,Meeting Target,3.48,Developing,85%,86%,85%,100%,91%,100%,85%,75%,89%,Approaching Target,2.40,Proficient,79%,83%,82%,77%,84%,73%,71%,82%,82%,Exceeding Target,23.20%,78.60%,0.85,0.268,0.473,0.682,4.54,36.9%,Approaching Target,2.56,74%,82%,81%,92%,86%,91%,82%,67%,89%,Exceeding Target,4.36,86%,75%,76%,95%,88%,95%,90%,92%,91%,Exceeding Target,4.00,93%,89%,88%,100%,82%,92%,87%,97%,91%,85%,86%,66%,86%,50%,"December 17, 2014",Marta J. Colon
09X297,Morris Academy for Collaborative Studies,Exceeding Target,4.16,Well Developed,Proficient,Well Developed,87%,85%,84%,87%,84%,91%,90%,74%,78%,Meeting Target,3.88,Proficient,82%,86%,85%,82%,91%,76%,85%,82%,89%,Meeting Target,3.12,Well Developed,83%,83%,82%,87%,84%,74%,71%,86%,82%,Exceeding Target,22.50%,76.30%,0.97,0.268,0.473,0.682,4.91,43.5%,Meeting Target,3.80,87%,82%,81%,94%,86%,79%,82%,93%,89%,Approaching Target,2.96,74%,75%,76%,92%,88%,95%,90%,91%,91%,Meeting Target,3.28,88%,89%,88%,85%,82%,73%,87%,92%,91%,89%,86%,77%,94%,20%,"December 10, 2014",Matthew Mazzaroppi
09X324,Bronx Early College Academy for Teaching & Learnin,Exceeding Target,4.16,Well Developed,Proficient,Well Developed,90%,86%,84%,87%,84%,90%,91%,90%,81%,Exceeding Target,4.72,Well Developed,94%,87%,85%,97%,89%,97%,85%,97%,87%,Meeting Target,3.68,Well Developed,84%,83%,82%,90%,85%,74%,72%,84%,82%,Meeting Target,12.90%,43.70%,0.53,0.268,0.473,0.682,3.26,55.6%,Meeting Target,3.52,88%,82%,81%,100%,87%,94%,79%,76%,90%,Approaching Target,2.68,74%,77%,76%,85%,88%,90%,90%,97%,94%,Meeting Target,3.44,90%,89%,88%,91%,84%,94%,87%,86%,90%,88%,84%,83%,100%,35%,"April 29, 2015",Yvette Rivera
09X327,Comprehensive Model School Project M.S. 327,Exceeding Target,4.00,Well Developed,Proficient,Proficient,93%,86%,84%,86%,84%,95%,91%,83%,81%,Exceeding Target,4.64,Well Developed,94%,87%,85%,93%,89%,98%,85%,93%,87%,Meeting Target,3.92,Well Developed,85%,83%,82%,91%,85%,68%,72%,77%,82%,Approaching Target,21.80%,73.90%,0.46,0.268,0.473,0.682,2.96,72.6%,Exceeding Target,4.08,91%,82%,81%,98%,87%,90%,79%,93%,90%,Meeting Target,3.44,79%,77%,76%,93%,88%,94%,90%,100%,94%,Exceeding Target,4.00,93%,89%,88%,100%,84%,93%,87%,94%,90%,82%,84%,81%,91%,33%,"March 26, 2015",Alixandre Ricci
09X329,DreamYard Preparatory School,Approaching Target,2.92,Developing,Developing,Developing,96%,85%,84%,95%,84%,94%,90%,92%,78%,Exceeding Target,4.08,Proficient,97%,86%,85%,92%,91%,100%,85%,100%,89%,Meeting Target,3.52,Proficient,88%,83%,82%,85%,84%,81%,71%,89%,82%,Exceeding Target,18.50%,62.70%,0.94,0.268,0.473,0.682,4.80,47.7%,Exceeding Target,4.24,94%,82%,81%,100%,86%,96%,82%,85%,89%,Exceeding Target,4.36,85%,75%,76%,94%,88%,94%,90%,100%,91%,Exceeding Target,4.44,96%,89%,88%,100%,82%,96%,87%,96%,91%,95%,86%,89%,100%,51%,"April 22, 2015",Alicia Wargo
09X365,Academy for Language and Technology,Exceeding Target,4.04,Well Developed,Proficient,Well Developed,86%,85%,84%,93%,84%,94%,90%,69%,78%,Meeting Target,3.52,Well Developed,89%,86%,85%,81%,91%,92%,85%,92%,89%,Exceeding Target,4.20,Proficient,91%,83%,82%,95%,84%,88%,71%,90%,82%,N/A,0.90%,3.10%,,0.268,0.473,0.682,,70.2%,Meeting Target,3.36,85%,82%,81%,92%,86%,87%,82%,82%,89%,Meeting Target,3.12,77%,75%,76%,88%,88%,91%,90%,81%,91%,Meeting Target,3.44,89%,89%,88%,81%,82%,84%,87%,90%,91%,96%,86%,99%,100%,87%,"May 20-21, 2013",Arisleyda Urena
09X403,Bronx International High School,Meeting Target,3.60,Proficient,Proficient,Proficient,92%,85%,84%,92%,84%,92%,90%,90%,78%,Exceeding Target,4.52,Proficient,91%,86%,85%,96%,91%,85%,85%,100%,89%,Meeting Target,3.28,Well Developed,87%,83%,82%,87%,84%,88%,71%,88%,82%,N/A,0.50%,1.70%,,0.268,0.473,0.682,,59.3%,Meeting Target,3.00,80%,82%,81%,75%,86%,82%,82%,85%,89%,Meeting Target,3.60,80%,75%,76%,92%,88%,91%,90%,93%,91%,Exceeding Target,4.12,93%,89%,88%,81%,82%,93%,87%,93%,91%,98%,86%,90%,91%,67%,"November 18, 2014",Joaquin Vargas-Vega
09X404,School for Excellence,Approaching Target,2.92,Developing,Developing,Proficient,91%,85%,84%,84%,84%,86%,90%,93%,78%,Meeting Target,3.28,Proficient,84%,86%,85%,82%,91%,81%,85%,78%,89%,Approaching Target,2.76,Proficient,79%,83%,82%,82%,84%,71%,71%,74%,82%,Exceeding Target,23.00%,78.00%,0.92,0.268,0.473,0.682,4.74,36.1%,Meeting Target,3.72,86%,82%,81%,89%,86%,82%,82%,93%,89%,Meeting Target,3.08,74%,75%,76%,96%,88%,99%,90%,79%,91%,Meeting Target,3.56,89%,89%,88%,86%,82%,74%,87%,96%,91%,84%,86%,77%,93%,56%,"March 18, 2015",Carmen Bardeguez-Brown
09X412,Bronx High School of Business,Approaching Target,2.12,Developing,Developing,Developing,81%,85%,84%,78%,84%,86%,90%,71%,78%,Approaching Target,2.68,Developing,74%,86%,85%,80%,91%,85%,85%,79%,89%,Approaching Target,2.52,Proficient,78%,83%,82%,77%,84%,66%,71%,78%,82%,Exceeding Target,22.40%,75.90%,0.71,0.268,0.473,0.682,4.09,48.3%,Not Meeting Target,1.20,59%,82%,81%,47%,86%,53%,82%,75%,89%,Approaching Target,2.44,72%,75%,76%,83%,88%,83%,90%,66%,91%,Not Meeting Target,1.80,77%,89%,88%,57%,82%,74%,87%,81%,91%,85%,86%,87%,88%,28%,"April 15, 2015",Vincent Rodriguez
09X413,Bronx High School for Medical Science,Approaching Target,2.56,Developing,Developing,Developing,90%,86%,84%,81%,84%,91%,91%,82%,81%,Meeting Target,3.04,Developing,92%,87%,85%,94%,89%,91%,85%,94%,87%,Approaching Target,2.96,Developing,82%,83%,82%,84%,85%,70%,72%,79%,82%,Meeting Target,7.10%,24.10%,0.62,0.268,0.473,0.682,3.70,77.6%,Meeting Target,3.20,81%,82%,81%,94%,87%,97%,79%,68%,90%,Meeting Target,3.52,81%,77%,76%,79%,88%,87%,90%,94%,94%,Meeting Target,3.76,91%,89%,88%,94%,84%,97%,87%,87%,90%,87%,84%,98%,100%,12%,"May 20, 2015",William Quintana
09X414,Jonathan Levin High School for Media and Communica,N/A,,Proficient,Developing,Developing,84%,85%,84%,81%,84%,89%,90%,88%,78%,N/A,,Proficient,90%,86%,85%,93%,91%,93%,85%,100%,89%,N/A,,Developing,80%,83%,82%,84%,84%,69%,71%,80%,82%,Exceeding Target,18.80%,63.70%,1.07,0.268,0.473,0.682,4.99,30.2%,N/A,,90%,82%,81%,93%,86%,100%,82%,94%,89%,N/A,,89%,75%,76%,97%,88%,99%,90%,100%,91%,N/A,,92%,89%,88%,79%,82%,79%,87%,97%,91%,80%,86%,74%,80%,52%,"May 21, 2015",Jacqueline Boswell
09X505,"Bronx School for Law, Government and Justice",Meeting Target,3.80,Well Developed,Proficient,Well Developed,82%,86%,84%,83%,84%,92%,91%,81%,81%,Meeting Target,3.80,Well Developed,80%,87%,85%,89%,89%,82%,85%,73%,87%,Meeting Target,3.68,Well Developed,80%,83%,82%,80%,85%,60%,72%,82%,82%,Meeting Target,16.40%,55.60%,0.61,0.268,0.473,0.682,3.63,70.0%,Approaching Target,2.80,76%,82%,81%,85%,87%,69%,79%,92%,90%,Approaching Target,2.20,71%,77%,76%,85%,88%,89%,90%,74%,94%,Approaching Target,2.80,85%,89%,88%,73%,84%,78%,87%,90%,90%,86%,84%,60%,98%,41%,"December 11, 2014",Meisha Ross Porter
09X517,Frederick Douglass Academy III Secondary School,Meeting Target,3.68,Well Developed,Proficient,Proficient,85%,85%,84%,89%,84%,93%,90%,74%,78%,Exceeding Target,4.12,Well Developed,84%,86%,85%,85%,91%,84%,85%,78%,89%,Meeting Target,3.36,Well Developed,85%,83%,82%,86%,84%,81%,71%,86%,82%,Meeting Target,19.20%,65.10%,0.59,0.268,0.473,0.682,3.54,36.2%,Approaching Target,2.72,76%,82%,81%,93%,86%,81%,82%,85%,89%,Meeting Target,3.76,82%,75%,76%,86%,88%,86%,90%,85%,91%,Approaching Target,2.52,83%,89%,88%,81%,82%,85%,87%,86%,91%,90%,86%,94%,90%,50%,"January 16, 2015",Rahesha Amon
09X525,Bronx Leadership Academy High School,Meeting Target,3.00,Proficient,Proficient,Proficient,78%,85%,84%,77%,84%,84%,90%,68%,78%,Approaching Target,2.60,Proficient,74%,86%,85%,86%,91%,78%,85%,73%,89%,Approaching Target,2.84,Proficient,73%,83%,82%,63%,84%,70%,71%,69%,82%,Exceeding Target,22.60%,76.60%,0.78,0.268,0.473,0.682,4.31,50.8%,Approaching Target,2.24,70%,82%,81%,78%,86%,62%,82%,90%,89%,Approaching Target,2.72,73%,75%,76%,82%,88%,91%,90%,67%,91%,Approaching Target,2.68,85%,89%,88%,92%,82%,65%,87%,87%,91%,80%,86%,43%,82%,14%,"February 6-7, 2014","Kenneth Gaskins, Jr."
09X543,High School for Violin and Dance,Approaching Target,2.36,Proficient,Developing,Developing,78%,85%,84%,81%,84%,84%,90%,55%,78%,Approaching Target,2.48,Developing,71%,86%,85%,86%,91%,71%,85%,86%,89%,Approaching Target,2.04,Proficient,74%,83%,82%,74%,84%,69%,71%,73%,82%,Exceeding Target,24.00%,81.40%,0.79,0.268,0.473,0.682,4.35,39.1%,Approaching Target,2.16,70%,82%,81%,64%,86%,50%,82%,84%,89%,Approaching Target,2.80,74%,75%,76%,79%,88%,93%,90%,77%,91%,Approaching Target,2.56,83%,89%,88%,59%,82%,82%,87%,86%,91%,77%,86%,72%,92%,17%,"November 21, 2014",Franklin Sim
09X564,Claremont International HS,N/A,,Well Developed,Well Developed,Proficient,79%,85%,84%,89%,84%,89%,90%,50%,78%,N/A,,Well Developed,88%,86%,85%,100%,91%,89%,85%,100%,89%,N/A,,Well Developed,84%,83%,82%,75%,84%,79%,71%,87%,82%,N/A,0.80%,2.70%,,0.268,0.473,0.682,,67.9%,N/A,,78%,82%,81%,84%,86%,78%,82%,76%,89%,N/A,,82%,75%,76%,89%,88%,89%,90%,100%,91%,N/A,,87%,89%,88%,68%,82%,100%,87%,89%,91%,85%,86%,86%,100%,56%,"April 15, 2015",Elizabeth Demchak
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Meeting Target,3.20,Proficient,Proficient,Proficient,84%,86%,84%,81%,84%,92%,91%,74%,81%,Meeting Target,3.88,Well Developed,81%,87%,85%,86%,89%,84%,85%,82%,87%,Meeting Target,3.68,Well Developed,82%,83%,82%,80%,85%,61%,72%,75%,82%,Approaching Target,18.90%,64.10%,0.28,0.268,0.473,0.682,2.06,70.6%,Approaching Target,2.84,75%,82%,81%,86%,87%,74%,79%,93%,90%,Approaching Target,2.84,75%,77%,76%,91%,88%,88%,90%,92%,94%,Meeting Target,3.04,86%,89%,88%,75%,84%,87%,87%,90%,90%,84%,84%,86%,85%,18%,"December 3, 2014",Lori O’Mara
10X213,Bronx Engineering and Technology Academy,Approaching Target,2.36,Developing,Developing,Developing,85%,85%,84%,72%,84%,81%,90%,85%,78%,Meeting Target,3.28,Proficient,85%,86%,85%,85%,91%,79%,85%,95%,89%,Approaching Target,2.84,Proficient,76%,83%,82%,77%,84%,62%,71%,78%,82%,Exceeding Target,19.20%,65.10%,0.71,0.268,0.473,0.682,4.10,49.8%,Approaching Target,2.60,74%,82%,81%,81%,86%,76%,82%,87%,89%,Approaching Target,2.48,70%,75%,76%,78%,88%,87%,90%,90%,91%,Approaching Target,2.96,86%,89%,88%,80%,82%,81%,87%,85%,91%,82%,86%,66%,72%,30%,"February 4, 2015",Karalyne Sperling
10X225,Theatre Arts Production Company School,Approaching Target,2.88,Proficient,Proficient,Developing,84%,86%,84%,86%,84%,91%,91%,75%,81%,Meeting Target,3.48,Proficient,87%,87%,85%,98%,89%,88%,85%,85%,87%,Meeting Target,3.00,Proficient,81%,83%,82%,84%,85%,68%,72%,77%,82%,Approaching Target,21.00%,71.20%,0.40,0.268,0.473,0.682,2.64,62.0%,Meeting Target,3.12,80%,82%,81%,95%,87%,76%,79%,88%,90%,Approaching Target,2.76,76%,77%,76%,88%,88%,90%,90%,88%,94%,Meeting Target,3.52,91%,89%,88%,95%,84%,98%,87%,88%,90%,79%,84%,89%,95%,28%,"April 29, 2015",Ron Link
10X237,"The Marie Curie School for Medicine, Nursing, and",Meeting Target,3.76,Well Developed,Proficient,Proficient,84%,85%,84%,81%,84%,92%,90%,53%,78%,Meeting Target,3.04,Well Developed,78%,86%,85%,73%,91%,81%,85%,81%,89%,Meeting Target,3.68,Proficient,79%,83%,82%,81%,84%,64%,71%,80%,82%,Meeting Target,15.30%,51.90%,0.66,0.268,0.473,0.682,3.91,65.1%,Approaching Target,2.28,70%,82%,81%,94%,86%,63%,82%,92%,89%,Approaching Target,2.84,74%,75%,76%,89%,88%,95%,90%,64%,91%,Meeting Target,3.08,85%,89%,88%,69%,82%,81%,87%,94%,91%,80%,86%,51%,44%,20%,"December 22, 2014",Rodney Fisher
10X243,West Bronx Academy for the Future,Approaching Target,2.28,Developing,Developing,Developing,84%,86%,84%,86%,84%,92%,91%,76%,81%,Meeting Target,3.32,Proficient,85%,87%,85%,97%,89%,97%,85%,72%,87%,Meeting Target,3.16,Proficient,81%,83%,82%,81%,85%,69%,72%,76%,82%,Not Meeting Target,22.00%,74.60%,0.22,0.268,0.473,0.682,1.80,62.7%,Meeting Target,3.20,82%,82%,81%,84%,87%,79%,79%,86%,90%,Approaching Target,2.56,74%,77%,76%,82%,88%,86%,90%,95%,94%,Meeting Target,3.24,89%,89%,88%,84%,84%,97%,87%,85%,90%,84%,84%,85%,85%,39%,"May 13, 2015",Wilper Morales
10X264,Bronx Academy for Software Engineering (BASE),N/A,,Proficient,Proficient,Proficient,81%,85%,84%,90%,84%,96%,90%,82%,78%,N/A,,Proficient,89%,86%,85%,82%,91%,88%,85%,100%,89%,N/A,,Well Developed,87%,83%,82%,85%,84%,82%,71%,89%,82%,Meeting Target,27.40%,92.90%,0.55,0.268,0.473,0.682,3.36,69.7%,N/A,,87%,82%,81%,88%,86%,59%,82%,93%,89%,N/A,,81%,75%,76%,90%,88%,89%,90%,94%,91%,N/A,,95%,89%,88%,88%,82%,100%,87%,93%,91%,94%,86%,72%,100%,14%,"May 22, 2015",Benjamin Grossman
10X268,Kingsbridge International High School,Approaching Target,2.28,Developing,Developing,Developing,83%,85%,84%,87%,84%,91%,90%,83%,78%,Meeting Target,3.44,Proficient,87%,86%,85%,91%,91%,91%,85%,82%,89%,Meeting Target,3.24,Proficient,84%,83%,82%,87%,84%,82%,71%,82%,82%,Exceeding Target,1.30%,4.40%,0.83,0.268,0.473,0.682,4.47,63.8%,Meeting Target,3.48,86%,82%,81%,87%,86%,83%,82%,84%,89%,Meeting Target,3.32,77%,75%,76%,93%,88%,90%,90%,91%,91%,Meeting Target,3.88,91%,89%,88%,87%,82%,78%,87%,94%,91%,93%,86%,68%,92%,33%,"April 15, 2015",Ronald Foreman
10X284,Bronx School of Law and Finance,Meeting Target,3.00,Proficient,Developing,Proficient,86%,85%,84%,76%,84%,87%,90%,79%,78%,Approaching Target,2.64,Proficient,74%,86%,85%,61%,91%,89%,85%,68%,89%,Approaching Target,2.72,Proficient,77%,83%,82%,81%,84%,70%,71%,79%,82%,Meeting Target,20.70%,70.20%,0.66,0.268,0.473,0.682,3.89,45.6%,Approaching Target,2.68,75%,82%,81%,78%,86%,61%,82%,89%,89%,Meeting Target,3.40,80%,75%,76%,89%,88%,89%,90%,72%,91%,Meeting Target,3.24,88%,89%,88%,88%,82%,94%,87%,100%,91%,82%,86%,51%,70%,2%,"January 15-16, 2014",Jessica Goring
10X342,International School for Liberal Arts,Meeting Target,3.24,Proficient,Proficient,Developing,91%,86%,84%,92%,84%,92%,91%,89%,81%,Exceeding Target,4.56,Proficient,93%,87%,85%,100%,89%,92%,85%,95%,87%,Meeting Target,3.76,Well Developed,87%,83%,82%,84%,85%,81%,72%,87%,82%,Approaching Target,5.90%,20.00%,0.30,0.268,0.473,0.682,2.18,80.3%,Meeting Target,3.76,88%,82%,81%,97%,87%,92%,79%,83%,90%,Meeting Target,3.76,82%,77%,76%,92%,88%,92%,90%,97%,94%,Meeting Target,3.92,92%,89%,88%,92%,84%,89%,87%,93%,90%,92%,84%,85%,86%,35%,"March 18, 2015",Francine Cruz
10X351,Bronx Collaborative High School,N/A,,Proficient,Developing,Developing,97%,85%,84%,91%,84%,93%,90%,94%,78%,N/A,,Proficient,99%,86%,85%,100%,91%,100%,85%,100%,89%,N/A,,Proficient,86%,83%,82%,87%,84%,76%,71%,82%,82%,Exceeding Target,19.30%,65.40%,0.93,0.268,0.473,0.682,4.78,3.5%,N/A,,97%,82%,81%,100%,86%,100%,82%,89%,89%,N/A,,80%,75%,76%,100%,88%,100%,90%,100%,91%,N/A,,95%,89%,88%,100%,82%,94%,87%,100%,91%,91%,86%,69%,100%,9%,"November 24, 2014",Brett Schneider
10X353,World View High School,N/A,,Proficient,Proficient,Proficient,97%,85%,84%,89%,84%,92%,90%,100%,78%,N/A,,Proficient,97%,86%,85%,100%,91%,100%,85%,100%,89%,N/A,,Well Developed,84%,83%,82%,81%,84%,67%,71%,85%,82%,Meeting Target,11.60%,39.30%,0.65,0.268,0.473,0.682,3.85,64.0%,N/A,,96%,82%,81%,100%,86%,100%,82%,87%,89%,N/A,,77%,75%,76%,88%,88%,87%,90%,90%,91%,N/A,,93%,89%,88%,100%,82%,100%,87%,83%,91%,84%,86%,94%,100%,81%,"January 7, 2015",Martin Hernandez
10X368,In-Tech Academy (M.S. / High School 368),Approaching Target,2.56,Proficient,Proficient,Developing,77%,86%,84%,85%,84%,91%,91%,70%,81%,Approaching Target,2.60,Proficient,73%,87%,85%,77%,89%,67%,85%,67%,87%,Meeting Target,3.28,Proficient,81%,83%,82%,80%,85%,69%,72%,80%,82%,Meeting Target,16.30%,55.30%,0.53,0.268,0.473,0.682,3.29,78.7%,Not Meeting Target,1.84,64%,82%,81%,67%,87%,59%,79%,87%,90%,Approaching Target,2.16,71%,77%,76%,88%,88%,88%,90%,77%,94%,Approaching Target,2.84,84%,89%,88%,69%,84%,75%,87%,92%,90%,86%,84%,82%,79%,29%,"October 29, 2013",Yvette Allen
10X374,Knowledge and Power Preparatory Academy Internatio,Exceeding Target,4.16,Well Developed,Proficient,Well Developed,88%,85%,84%,95%,84%,94%,90%,67%,78%,Exceeding Target,4.68,Well Developed,95%,86%,85%,100%,91%,97%,85%,100%,89%,Meeting Target,3.84,Well Developed,88%,83%,82%,89%,84%,79%,71%,91%,82%,Exceeding Target,18.90%,64.10%,0.76,0.268,0.473,0.682,4.25,51.6%,Exceeding Target,4.12,92%,82%,81%,95%,86%,95%,82%,93%,89%,Meeting Target,3.36,77%,75%,76%,91%,88%,93%,90%,97%,91%,Exceeding Target,4.00,93%,89%,88%,95%,82%,92%,87%,93%,91%,94%,86%,88%,100%,77%,"April 22, 2015",Panorea Panagiosoulis
10X433,High School for Teaching and the Professions,Approaching Target,2.56,Proficient,Developing,Developing,83%,85%,84%,86%,84%,87%,90%,83%,78%,Meeting Target,3.84,Well Developed,94%,86%,85%,93%,91%,96%,85%,93%,89%,Meeting Target,3.88,Proficient,84%,83%,82%,84%,84%,73%,71%,84%,82%,Exceeding Target,20.20%,68.50%,1.06,0.268,0.473,0.682,4.99,51.3%,Exceeding Target,4.24,91%,82%,81%,100%,86%,93%,82%,96%,89%,Exceeding Target,4.32,85%,75%,76%,93%,88%,95%,90%,97%,91%,Meeting Target,3.92,92%,89%,88%,97%,82%,83%,87%,98%,91%,89%,86%,65%,91%,25%,"May 20, 2015",Roberto Hernandez
10X434,Belmont Preparatory High School,Meeting Target,3.08,Proficient,Proficient,Developing,86%,85%,84%,90%,84%,95%,90%,71%,78%,Approaching Target,2.72,Proficient,86%,86%,85%,81%,91%,81%,85%,95%,89%,Meeting Target,3.60,Developing,84%,83%,82%,86%,84%,64%,71%,87%,82%,Exceeding Target,13.50%,45.80%,0.71,0.268,0.473,0.682,4.10,68.6%,Approaching Target,2.92,78%,82%,81%,90%,86%,77%,82%,88%,89%,Approaching Target,2.12,67%,75%,76%,81%,88%,87%,90%,86%,91%,Meeting Target,3.36,88%,89%,88%,73%,82%,91%,87%,87%,91%,90%,86%,68%,67%,22%,"January 14, 2015",Stephen Gumbs
