2014-15 School Quality Report Results for High Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing - 4yr,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
16K393,Frederick Douglass Academy IV Secondary School,High School,92,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.90,0.87,0.90,0.77,0.87,0.83,Developing,Proficient,Developing,Proficient,Developing,"April 30, 2015",2.21,1.95,0.011,0.348,0.130,0.744,0.141,0.609,0.011,0.826,0.141,0.011,4.6,0.64,0.79,0.65,0.97
16K455,Boys and Girls High School,High School,648,Approaching Target,Approaching Target,N/A,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.86,0.81,0.82,0.75,0.81,0.87,Developing,Developing,Developing,Developing,Developing,"March 12, 2015",2.14,2.02,0.049,0.259,0.127,0.763,0.165,0.582,0.009,0.872,0.086,0.017,,0.85,0.78,0.60,0.97
16K498,Brooklyn High School for Law and Technology,High School,596,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.72,0.76,0.73,0.71,0.64,0.85,Proficient,Proficient,Proficient,Well Developed,Proficient,"April 23, 2015",2.38,2.21,0.027,0.171,0.018,0.730,0.076,0.591,0.025,0.711,0.238,0.012,0.8,0.73,0.90,0.23,0.97
16K594,Gotham Professional Arts Academy,High School,226,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.90,0.82,0.80,0.72,0.82,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 13, 2015",2.3,2.11,0.018,0.235,0.009,0.768,0.199,0.580,0.009,0.819,0.146,0.013,8,0.88,0.78,0.59,0.96
16K688,The Brooklyn Academy of Global Finance,High School,152,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.95,0.81,0.91,0.76,0.93,Proficient,Developing,Developing,Proficient,Proficient,"December 16, 2014",2.11,2.03,0.112,0.303,0.059,0.795,0.184,0.612,0.059,0.717,0.204,0.020,2.8,0.23,0.81,0.56,0.97
16K765,Nelson Mandela High School,High School,124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.88,0.94,0.78,0.94,0.76,0.95,Proficient,Developing,Proficient,Proficient,Developing,"March 23, 2015",2.19,2.16,0.016,0.210,0.048,0.811,0.121,0.653,0.000,0.863,0.105,0.024,1,1.00,0.86,0.52,0.97
17K122,Pathways in Technology Early College High School (,High School,438,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.94,0.86,0.83,0.85,0.76,0.90,Proficient,Proficient,Developing,Well Developed,Proficient,"December 11-12, 2013",2.49,2.31,0.021,0.155,0.005,0.590,0.053,0.432,0.030,0.856,0.091,0.007,4,0.79,0.92,0.19,0.98
17K382,Academy for College Preparation and Career Explora,High School,505,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,0.79,0.76,0.75,0.68,0.70,0.77,Proficient,Proficient,Proficient,Proficient,Proficient,"January 13-14, 2014",2.22,2.09,0.064,0.196,0.008,0.684,0.090,0.524,0.017,0.846,0.123,0.008,5,0.77,0.83,0.41,0.97
17K408,Academy of Hospitality and Tourism,High School,285,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.80,0.86,0.74,0.89,0.67,0.87,Proficient,Developing,Developing,Proficient,Proficient,"May 8, 2015",2.14,1.98,0.158,0.232,0.018,0.649,0.147,0.481,0.035,0.846,0.102,0.011,9,0.78,0.83,0.42,0.97
17K524,International High School at Prospect Heights,High School,414,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.80,0.90,0.89,0.80,0.82,0.91,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,"April 14, 2015",1.79,2.02,0.874,0.072,0.005,0.704,0.184,0.478,0.184,0.290,0.389,0.133,5.4,0.88,0.87,0.35,0.96
17K528,The High School for Global Citizenship,High School,246,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,0.87,0.88,0.84,0.88,0.89,0.89,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"March 18, 2015",2.22,2.05,0.146,0.154,0.008,0.642,0.118,0.431,0.016,0.821,0.130,0.028,4.9,0.83,0.87,0.33,0.98
17K531,"School for Human Rights, The",High School,424,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.97,0.99,0.86,0.95,0.80,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,"December 10, 2014",2.32,2.19,0.052,0.175,0.003,0.687,0.065,0.505,0.014,0.907,0.065,0.010,8,0.92,0.91,0.24,0.96
17K533,School for Democracy and  Leadership,High School,319,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.84,0.72,0.77,0.76,0.72,0.85,Proficient,Developing,Developing,Well Developed,Proficient,"April 9-10, 2014",2.25,2.14,0.054,0.236,0.019,0.653,0.140,0.434,0.008,0.876,0.074,0.023,3.8,0.74,0.80,0.54,0.97
17K537,High School for Youth and Community Development at,High School,384,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.86,0.89,0.80,0.84,0.81,0.90,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"April 23, 2015",2.2,2.05,0.073,0.234,0.008,0.659,0.099,0.521,0.023,0.854,0.089,0.021,10.3,0.86,0.89,0.35,0.97
17K539,High School for Service & Learning at Erasmus,High School,445,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.86,0.76,0.84,0.78,0.86,Proficient,Developing,Proficient,Proficient,Proficient,"January 20, 2015",2.23,2.06,0.085,0.193,0.007,0.640,0.083,0.485,0.027,0.825,0.106,0.020,3.8,0.74,0.87,0.36,0.97
17K543,"Science, Technology and Research Early College Hig",High School,516,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.97,0.96,0.89,0.91,0.90,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"January 7, 2015",3.01,2.85,0.000,0.040,0.000,0.536,0.028,0.390,0.040,0.871,0.064,0.009,7,0.76,0.96,0.13,0.97
17K544,International Arts Business School,High School,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00,0.90,1.00,0.82,0.84,0.87,Developing,Developing,Developing,Proficient,Proficient,"December 1, 2014",2.71,2.61,0.000,0.083,0.000,0.482,0.000,0.333,0.083,0.750,0.167,0.000,3.3,1.00,0.94,,0.97
17K546,High School for Public Service: Heroes  of Tomorro,High School,454,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.88,0.94,0.88,0.90,0.75,0.94,Proficient,Proficient,Proficient,Proficient,Proficient,"January 14, 2015",2.84,2.7,0.015,0.101,0.004,0.615,0.046,0.480,0.053,0.758,0.174,0.011,2.4,0.96,0.92,0.19,0.96
17K547,Brooklyn Academy of Science and the Environment,High School,453,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.86,0.78,0.84,0.76,0.91,Well Developed,Proficient,Proficient,Proficient,Proficient,"May 14, 2015",2.29,2.18,0.071,0.161,0.011,0.672,0.121,0.506,0.053,0.801,0.126,0.013,12,0.74,0.91,0.24,0.97
17K548,Brooklyn School for Music & Theatre,High School,386,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.82,0.77,0.75,0.78,0.77,0.80,Proficient,Developing,Proficient,Proficient,Proficient,"March 13, 2015",2.3,2.11,0.008,0.161,0.005,0.708,0.127,0.552,0.008,0.826,0.158,0.008,8,0.74,0.89,0.32,0.97
17K590,Medgar Evers College Preparatory School,High School,1271,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,N/A,N/A,Meeting Target,0.87,0.89,0.79,0.80,0.81,0.85,Well Developed,Well Developed,Proficient,Well Developed,Proficient,"May 18, 2015",3.09,2.97,0.006,0.042,0.005,0.464,0.028,0.312,0.029,0.909,0.033,0.006,13.9,0.82,0.94,0.15,0.97
17K600,Clara Barton High School,High School,1499,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.83,0.74,0.73,0.68,0.70,0.79,Developing,Developing,Developing,Proficient,Proficient,"February 9, 2015",2.37,2.21,0.095,0.168,0.080,0.626,0.081,0.474,0.018,0.895,0.057,0.009,8.4,0.90,0.88,0.31,0.97
17K745,Brooklyn Institute for Liberal Arts,High School,253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.81,0.89,0.85,0.87,0.81,0.89,Well Developed,Proficient,Proficient,Well Developed,Proficient,"March 12, 2015",2.24,2.08,0.067,0.194,0.008,0.645,0.146,0.458,0.016,0.941,0.032,0.004,3,0.11,0.94,0.15,0.97
17K751,Academy for Health Careers,High School,373,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.78,0.87,0.76,0.86,0.72,0.89,Developing,Developing,Developing,Proficient,Proficient,"March 25, 2015",2.39,2.24,0.027,0.139,0.032,0.706,0.131,0.542,0.016,0.855,0.088,0.008,5,0.50,0.84,0.49,0.96
18K563,It Takes a Village Academy,High School,566,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.93,0.93,0.82,0.92,0.88,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"February 25, 2015",2.39,2.24,0.196,0.129,0.007,0.580,0.081,0.403,0.005,0.903,0.057,0.011,8,0.82,0.92,0.20,0.97
18K566,Brooklyn Generation School,High School,286,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.89,0.91,0.83,0.91,0.75,0.90,Proficient,Developing,Proficient,Proficient,Proficient,"April 16, 2015",2.24,2.07,0.080,0.245,0.038,0.607,0.087,0.465,0.017,0.850,0.087,0.014,3.8,0.76,0.92,0.25,0.96
18K567,Brooklyn Theatre Arts High School,High School,395,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.91,0.88,0.80,0.79,0.73,0.88,Proficient,Developing,Proficient,Proficient,Proficient,"November 18-19, 2013",2.29,2.06,0.038,0.182,0.013,0.725,0.116,0.597,0.005,0.820,0.132,0.018,2.9,0.79,0.85,0.43,0.97
18K569,Kurt Hahn Expeditionary Learning School,High School,341,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.82,0.87,0.84,0.82,0.84,0.89,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"May 15, 2015",2.3,2.11,0.038,0.205,0.003,0.586,0.126,0.405,0.012,0.912,0.067,0.003,0.9,0.83,0.91,0.23,0.94
18K576,Victory Collegiate High School,High School,331,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.84,0.89,0.79,0.73,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"May 13, 2015",2.32,2.14,0.018,0.199,0.003,0.608,0.097,0.456,0.009,0.888,0.063,0.012,8,0.48,0.91,0.28,0.97
18K589,Arts & Media Preparatory Academy,High School,279,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.80,0.75,0.79,0.79,0.74,0.82,Developing,Developing,Developing,Proficient,Proficient,"April 30, 2015",2.29,2.06,0.039,0.194,0.007,0.751,0.125,0.591,0.011,0.828,0.125,0.014,1,0.62,0.84,0.53,0.97
18K617,High School for Innovation in Advertising and Medi,High School,303,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.73,0.73,0.85,0.71,0.71,0.85,Proficient,Developing,Proficient,Proficient,Proficient,"November 13, 2014",2.2,2.06,0.059,0.198,0.023,0.604,0.092,0.459,0.013,0.858,0.096,0.026,7,0.68,0.87,0.37,0.96
18K629,Cultural Academy for the Arts and Sciences,High School,353,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.70,0.71,0.79,0.71,0.74,0.82,Proficient,Developing,Developing,Proficient,Proficient,"May 6, 2015",2.21,2.1,0.059,0.221,0.006,0.586,0.088,0.425,0.006,0.904,0.085,0.006,7,0.82,0.84,0.44,0.96
18K633,High School for Medical Professions,High School,432,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.89,0.81,0.87,0.74,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"Apr 16-17, 2013",2.51,2.34,0.023,0.141,0.000,0.634,0.058,0.502,0.028,0.819,0.132,0.002,1.8,0.68,0.92,0.26,0.97
18K637,Academy for Conservation and the Environment,High School,308,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.86,0.87,0.80,0.91,0.86,0.91,Proficient,Proficient,Proficient,Proficient,Well Developed,"April 2-3, 2014",2.23,2.1,0.071,0.231,0.016,0.647,0.143,0.497,0.016,0.860,0.097,0.013,3.8,0.52,0.85,0.50,0.98
18K642,Urban Action Academy,High School,309,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.88,0.80,0.93,0.80,0.91,Developing,Developing,Proficient,Proficient,Proficient,"November 13, 2014",2.22,2.09,0.107,0.201,0.039,0.601,0.091,0.434,0.029,0.790,0.123,0.042,2,0.65,0.84,0.52,
19K404,Academy for Young Writers,High School,547,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.71,0.85,0.78,0.87,0.75,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"December 3, 2014",2.58,2.16,0.010,0.164,0.000,0.705,0.072,0.510,0.015,0.731,0.219,0.012,4.9,0.53,0.89,0.38,0.97
19K409,East New York Family Academy,High School,479,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.87,0.85,0.80,0.84,0.71,0.90,Proficient,Developing,Proficient,Proficient,Proficient,"May 21-22, 2014",2.51,2.48,0.025,0.144,0.000,0.716,0.058,0.518,0.022,0.676,0.295,0.004,1.6,0.72,0.88,0.40,0.98
19K502,FDNY High School for Fire and Life Safety,High School,324,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.74,0.71,0.83,0.73,0.87,0.83,Proficient,Proficient,Proficient,Proficient,Proficient,"November 25, 2014",2.14,2.03,0.046,0.259,0.031,0.772,0.117,0.630,0.012,0.716,0.244,0.019,7.9,0.77,0.81,0.51,0.95
19K504,High School for Civil Rights,High School,319,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.91,0.93,0.87,0.84,0.77,0.93,Developing,Developing,Developing,Developing,Developing,"April 21, 2015",2.15,1.99,0.078,0.285,0.009,0.741,0.166,0.530,0.003,0.740,0.229,0.019,8.8,1.00,0.75,0.67,0.97
19K507,Performing Arts and Technology High School,High School,406,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.89,0.89,0.78,0.87,0.78,0.89,Proficient,Developing,Proficient,Proficient,Proficient,"April 1, 2015",2.24,2.09,0.025,0.207,0.032,0.763,0.113,0.621,0.002,0.808,0.182,0.005,2,0.83,0.81,0.56,0.97
19K510,World Academy for Total Community Health High Scho,High School,284,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.87,0.78,0.85,0.74,0.86,Proficient,Developing,Developing,Proficient,Proficient,"December 10, 2014",2.2,2.08,0.113,0.236,0.011,0.710,0.113,0.539,0.025,0.757,0.190,0.014,1.7,0.72,0.81,0.52,0.98
19K583,Multicultural High School,High School,229,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.85,0.89,0.84,0.82,0.81,0.93,Proficient,Developing,Developing,Proficient,Proficient,"December 19, 2014",1.76,1.95,0.900,0.022,0.004,0.728,0.127,0.498,0.000,0.000,0.996,0.004,3.8,0.82,0.85,0.50,0.97
19K615,Transit Tech Career and Technical Education High S,High School,1093,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.78,0.76,0.74,0.71,0.69,0.83,Developing,Developing,Proficient,Proficient,Proficient,"April 15, 2015",2.24,2.15,0.048,0.236,0.068,0.724,0.078,0.571,0.061,0.636,0.272,0.013,1.8,0.87,0.86,0.35,0.96
19K618,Academy of Innovative Technology,High School,413,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.89,0.86,0.88,0.78,0.94,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 26-27, 2014",2.24,2.1,0.099,0.242,0.024,0.689,0.085,0.516,0.053,0.455,0.455,0.012,7,0.71,0.82,0.54,0.97
19K639,Brooklyn Lab School,High School,334,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,0.80,0.70,0.77,0.70,0.71,0.77,Proficient,Developing,Developing,Developing,Proficient,"February 25, 2015",2.18,2.04,0.177,0.234,0.009,0.807,0.135,0.665,0.054,0.356,0.569,0.009,3.8,0.52,0.74,0.62,0.94
19K659,Cypress Hills Collegiate Preparatory School,High School,330,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.77,0.64,0.79,0.56,0.67,0.74,Proficient,Developing,Proficient,Proficient,Proficient,"April 21, 2015",2.21,2.04,0.209,0.188,0.009,0.772,0.106,0.633,0.045,0.197,0.712,0.033,2.8,0.70,0.78,0.55,0.94
19K660,W. H. Maxwell Career and Technical Education High,High School,506,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.87,0.82,0.81,0.76,0.90,Proficient,Proficient,Proficient,Proficient,Proficient,"October 22-23, 2013",2.1,2,0.059,0.300,0.176,0.818,0.132,0.680,0.010,0.696,0.281,0.006,6.8,0.95,0.73,0.64,0.96
19K683,"The School for Classics: An Academy of Thinkers, W",High School,308,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.89,0.92,0.84,0.84,0.79,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,"November 18, 2014",2.34,2.09,0.136,0.218,0.130,0.764,0.094,0.607,0.078,0.607,0.260,0.042,0.4,0.73,0.84,0.48,0.97
19K764,The Urban Assembly School for Collaborative Health,High School,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.85,0.88,0.76,0.76,0.78,0.83,Proficient,Developing,Proficient,Proficient,Proficient,"May 21, 2015",2.45,2.2,0.097,0.097,0.000,0.662,0.097,0.452,0.113,0.403,0.323,0.048,1,0.00,0.89,0.39,0.98
20K445,New Utrecht High School,High School,3480,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,0.83,0.86,0.81,0.80,0.65,0.87,Proficient,Developing,Developing,Proficient,Proficient,"December 4-5, 2013",2.42,2.55,0.201,0.166,0.065,0.671,0.103,0.516,0.386,0.040,0.290,0.276,7.6,0.86,0.88,0.29,0.97
20K485,High School of  Telecommunication Arts and Technol,High School,1329,N/A,N/A,N/A,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.88,0.93,0.88,0.89,0.75,0.93,N/A,N/A,N/A,N/A,N/A,,2.56,2.59,0.065,0.221,0.042,0.636,0.026,0.500,0.180,0.077,0.567,0.163,1.4,0.70,0.93,0.18,0.96
20K490,Fort Hamilton High School,High School,4372,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.88,0.89,0.81,0.81,0.64,0.86,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 8, 2015",2.63,2.69,0.183,0.146,0.059,0.628,0.087,0.470,0.301,0.045,0.292,0.341,2.8,0.84,0.93,0.17,0.96
20K505,Franklin Delano Roosevelt High School,High School,3220,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,0.85,0.89,0.83,0.82,0.65,0.90,Developing,Developing,Developing,Proficient,Proficient,"April 20, 2015",2.34,2.38,0.344,0.137,0.079,0.716,0.161,0.518,0.401,0.115,0.293,0.186,4.8,0.84,0.85,0.40,0.96
20K609,Urban Assembly School for Criminal Justice,High School,496,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.87,0.89,0.88,0.85,0.73,0.90,Proficient,Proficient,Developing,Proficient,Proficient,"November 20-21, 2013",2.55,2.38,0.102,0.137,0.003,0.710,0.048,0.602,0.465,0.175,0.204,0.150,8,0.46,0.91,0.33,0.97
21K337,International High School at Lafayette,High School,358,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.85,0.85,0.76,0.71,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,"February 25, 2015",1.73,2.34,0.810,0.025,0.008,0.682,0.184,0.486,0.411,0.087,0.240,0.257,3.8,0.63,0.91,0.29,0.98
21K344,Rachel Carson High School for Coastal Studies,High School,560,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.88,0.83,0.83,0.74,0.93,Proficient,Developing,Proficient,Proficient,Proficient,December 3-4 2013,2.49,2.37,0.105,0.189,0.002,0.601,0.039,0.482,0.102,0.225,0.223,0.436,8.6,0.81,0.86,0.44,0.97
21K348,High School of Sports Management,High School,290,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.88,0.88,0.84,0.83,0.79,0.89,Developing,Developing,Proficient,Proficient,Proficient,"April 22, 2015",2.2,2.12,0.041,0.190,0.003,0.703,0.103,0.552,0.038,0.724,0.169,0.055,10,0.70,0.81,0.54,0.96
21K410,Abraham Lincoln High School,High School,2341,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.87,0.87,0.80,0.81,0.67,0.84,Proficient,Developing,Developing,Proficient,Proficient,"April 1, 2015",2.41,2.3,0.134,0.154,0.065,0.658,0.064,0.504,0.151,0.398,0.237,0.201,10.8,0.78,0.83,0.46,0.96
21K468,Kingsborough Early College School,High School,564,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.94,0.98,0.77,0.95,0.72,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,"May 4, 2015",2.8,2.76,0.009,0.145,0.000,0.564,0.029,0.399,0.066,0.257,0.243,0.425,9,0.71,0.91,0.27,0.97
21K525,Edward R. Murrow High School,High School,3968,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.89,0.84,0.85,0.70,0.92,Proficient,Developing,Proficient,Proficient,Developing,"February 26-28, 2014",2.73,2.71,0.072,0.169,0.057,0.535,0.033,0.411,0.266,0.226,0.217,0.267,3.3,0.92,0.92,0.20,0.96
21K540,John Dewey High School,High School,2006,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.85,0.78,0.79,0.75,0.65,0.81,Proficient,Developing,Developing,Proficient,Proficient,"May 14, 2015",2.42,2.5,0.226,0.126,0.033,0.673,0.141,0.500,0.358,0.286,0.207,0.137,3.3,0.65,0.86,0.26,0.97
21K559,Life Academy High School for Film and Music,High School,271,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.97,0.98,0.89,0.97,0.94,0.97,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"April 14, 2015",2.37,2.2,0.022,0.232,0.015,0.675,0.070,0.542,0.074,0.517,0.266,0.137,3.8,0.67,0.88,0.38,0.97
21K572,Expeditionary Learning School for Community Leader,High School,271,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.95,0.97,0.90,0.96,0.74,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"February 10, 2015",2.39,2.36,0.173,0.166,0.004,0.635,0.100,0.472,0.155,0.173,0.421,0.232,3.9,0.73,0.88,0.44,0.98
21K620,William E. Grady Career and Technical Education Hi,High School,613,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.90,0.88,0.77,0.82,0.77,0.89,Developing,Developing,Developing,Developing,Developing,"March 6, 2015",2.22,2.13,0.055,0.289,0.129,0.666,0.080,0.524,0.054,0.687,0.181,0.064,1.7,0.93,0.82,0.40,0.96
21K690,Brooklyn Studio Secondary School,High School,901,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.85,0.75,0.82,0.69,0.67,0.78,Proficient,Developing,Developing,Proficient,Proficient,"January 7, 2015",2.56,2.42,0.100,0.189,0.029,0.608,0.037,0.465,0.162,0.051,0.250,0.533,4.6,0.87,0.90,0.32,0.96
22K405,Midwood High School,High School,3787,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.87,0.80,0.86,0.68,0.65,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,"December 18-19, 2013",3.06,3.05,0.033,0.067,0.015,0.517,0.039,0.381,0.337,0.298,0.125,0.233,2,0.89,0.94,0.17,0.96
22K425,James Madison High School,High School,3088,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.90,0.93,0.77,0.88,0.70,0.89,Developing,Developing,Proficient,Well Developed,Proficient,"May 27-29, 2014",2.63,2.59,0.104,0.136,0.037,0.515,0.049,0.395,0.212,0.174,0.167,0.443,1.8,0.87,0.92,0.17,0.96
22K495,Sheepshead Bay High School,High School,562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.81,0.78,0.81,0.71,0.69,0.82,Developing,Developing,Developing,Proficient,Proficient,"November 14, 2014",2.23,2.15,0.240,0.169,0.101,0.629,0.093,0.473,0.148,0.523,0.192,0.133,3.5,0.83,0.77,0.55,0.95
